POSITION,DEPARTMENT,MONTH_TOTAL,VACATION_13TH_SALARY,EVENTUAL PAYMENTS,PAYED_PREMIUM_LEAVE,OTHER_INDEMNITIES,WAGE_REDUCER,NET_TOTAL,STATUS,MONTH,YEAR
DIRETOR TECNICO I,SECRETARIA GESTAO GOVERNO DIG.,6119.44,0.0,0.0,"0,00",0.0,0.0,4520.68,ATIVOS,MAY,2023
TECNICO EM GESTAO PREVID. I,SAO PAULO PREVIDENCIA   SPPREV,2275.66,1300.39,0.0,"0,00",0.0,0.0,1203.43,ATIVOS,JANUARY,2023
PROCURADOR DO ESTADO NIVEL II,PROCURADORIA GERAL DO ESTADO,42080.9,0.0,0.0,"0,00",0.0,-429.98,27796.56,ATIVOS,AUGUST,2023
EXECUTIVO PUBLICO,INST.AS.MED.SER.PUB.EST IAMSPE,4921.14,0.0,0.0,"0,00",0.0,0.0,3903.16,ATIVOS,FEBRUARY,2023
PROCURADOR DO ESTADO NIVEL II,PROCURADORIA GERAL DO ESTADO,40034.33,0.0,0.0,"0,00",0.0,0.0,23253.8,ATIVOS,AUGUST,2023
SD 2C PM,POLICIA MILITAR SAO PAULO,4852.21,0.0,0.0,"0,00",959.28,0.0,3784.61,ATIVOS,JULY,2023
TECNICO FERROVIARIO I,SEC.TRANSPORTES METROPOLITANOS,2956.41,0.0,0.0,"0,00",0.0,0.0,2366.49,ATIVOS,MAY,2023
SECRETARIA (O),EMP.METR.TR.URB.SP.S/A-EMTU-SP,4220.83,6878.53,0.0,"0,00",0.0,0.0,2600.48,ATIVOS,MAY,2023
AG SEG METROV II  SUPERVISAO,COMP.METROPOLITANO S.P.-METRO,20448.08,0.0,0.0,"0,00",0.0,0.0,11263.85,ATIVOS,JANUARY,2023
TECNICO DE ENFERMAGEM,INST.AS.MED.SER.PUB.EST IAMSPE,5100.35,0.0,0.0,"0,00",0.0,0.0,4068.24,ATIVOS,APRIL,2023
AUXILIAR ADM III,SECRET.GOVERNO RELAC.INSTITUC.,6162.73,0.0,0.0,"0,00",0.0,0.0,4853.63,ATIVOS,JULY,2023
PESQUISADOR II,INST.PESQ.TEC.EST.SP IPT,13039.35,0.0,0.0,"0,00",0.0,0.0,6382.26,ATIVOS,JULY,2023
SECRETARIA,INST.PESQ.TECNOLOGICAS EST.S.P,5315.2,0.0,0.0,"0,00",0.0,0.0,2417.38,ATIVOS,FEBRUARY,2023
ASSISTENTE TECNICO - LP,INST.PESQ.TEC.EST.SP IPT,9411.97,0.0,0.0,"0,00",0.0,0.0,4466.48,ATIVOS,APRIL,2023
ASSESSOR DE APOIO FAZEND. II,SECRET. FAZENDA PLANEJAMENTO,6182.35,0.0,0.0,"0,00",0.0,0.0,3375.03,ATIVOS,JANUARY,2023
ESPECIALISTA EM PROTE  O E DEF,FUNDACAO PROCON,9755.27,1167.72,0.0,"0,00",0.0,0.0,6835.93,ATIVOS,MAY,2023
AUX. DE MANUTENCAO (Q.ESP),SECR.DESENVOLVIMENTO ECONOMICO,1457.18,1942.88,0.0,"0,00",0.0,0.0,2156.92,ATIVOS,JANUARY,2023
PROFESSOR DE ENSINO MED E TEC,"CTRO.EST.ED.TEC.""P.SO"" CEETEPS",3988.06,0.0,183.73,"0,00",0.0,0.0,3398.65,ATIVOS,MARCH,2023
ENCARREGADO I,DEPTO.AGUAS ENER.ELETRICA DAEE,3109.15,0.0,0.0,"0,00",0.0,0.0,2762.63,ATIVOS,MARCH,2023
ASSESSOR TECNICO III,SECRETARIA DE ESPORTES,5213.37,0.0,0.0,"0,00",0.0,0.0,4000.69,ATIVOS,AUGUST,2023
TEC OBRAS 4,DERSA DESENVOLVIM.RODOV.S.A.,0.0,0.0,4804.01,"0,00",0.0,0.0,0.0,ATIVOS,APRIL,2023
AUXILIAR SERV.GERAIS,DEPARTAM.ESTRADAS RODAGEM DER,2698.19,1349.09,0.0,"0,00",12.74,0.0,3456.34,ATIVOS,JANUARY,2023
TECNICO I,FUNDACAO DESENV.EDUCACAO-FDE,19858.65,0.0,0.0,"0,00",0.0,0.0,12423.35,ATIVOS,APRIL,2023
AGENTE DE GESTAO OPERACIONAL,EMP.METR.TR.URB.SP.S/A-EMTU-SP,4848.63,0.0,0.0,"0,00",0.0,0.0,2113.17,ATIVOS,APRIL,2023
ASSESSOR TECN REGISTRO PUBL.,JUNTA COMERC.E.S.PAULO-JUCESP,6376.3,0.0,0.0,"0,00",0.0,0.0,4986.8,ATIVOS,JULY,2023
OFICIAL DE MANUTENCAO ELETRICA,C.P.TRENS METROPOLITANOS-CPTM,7605.85,2250.41,31.86,"0,00",0.0,0.0,6370.66,ATIVOS,JANUARY,2023
TECNICO ADMINISTRATIVO II,EMAE EMP.MET.AGUAS ENERGIA S/A,6881.3,0.0,0.0,"0,00",0.0,0.0,2355.37,ATIVOS,JANUARY,2023
ANAL.PLAN.ORC.FINANC.PUBL. II,CONTROLADORIA GERAL DO ESTADO,15411.88,0.0,0.0,"0,00",0.0,0.0,9855.06,ATIVOS,JUNE,2023
PESQUISADOR CIENTIFICO IV,SECR.AGRICULTURA ABASTECIMENTO,13409.42,0.0,337.66,"0,00",0.0,0.0,6356.87,ATIVOS,JANUARY,2023
ESCRIVAO POL.CLASSE ESPECIAL,SECRETARIA SEGURANCA PUBLICA,11366.3,0.0,0.0,"0,00",2574.35,0.0,7983.1,ATIVOS,MAY,2023
ASSISTENTE DE GESTAO,AG.REG.SERV.PUB.DEL.TR.EST.SP,3319.7,0.0,0.0,"0,00",0.0,0.0,2934.13,ATIVOS,MAY,2023
MEDICO I,HOSP.CLIN.FAC.MED.USP-HCFMUSP,17741.83,0.0,0.0,"0,00",0.0,0.0,13096.21,ATIVOS,MARCH,2023
ANALISTA DE REC AMBIENTAIS,FUND.CONS.PR.FLOR.EST.SP F.FL.,8805.87,0.0,0.0,"0,00",880.59,0.0,7208.35,ATIVOS,MAY,2023
AUXILIAR SERV.GERAIS,DEPART.ESTRADAS RODAGEM DER,2331.68,0.0,0.0,"0,00",0.0,0.0,2141.63,ATIVOS,MAY,2023
AUXILIAR SERV.GERAIS,DEPARTAM.ESTRADAS RODAGEM DER,2692.61,0.0,0.0,"0,00",0.0,0.0,0.0,ATIVOS,FEBRUARY,2023
MOTORISTA,FACULDADE MED. MARILIA FAMEMA,2276.18,0.0,0.0,"0,00",0.0,0.0,2058.96,ATIVOS,JULY,2023
PESQUISADOR I,INST.PESQ.TEC.EST.SP IPT,13101.13,8734.1,0.0,"0,00",0.0,0.0,5065.46,ATIVOS,MAY,2023
OPERADOR FERROVIARIO,SEC.TRANSPORTES METROPOLITANOS,3527.79,0.0,0.0,"0,00",0.0,0.0,1811.5,ATIVOS,MAY,2023
OPERADOR FERROVIARIO,SEC.TRANSPORTES METROPOLITANOS,2799.6,0.0,0.0,"0,00",0.0,0.0,1052.0,ATIVOS,AUGUST,2023
ASSESSOR TECNICO II,SECRETARIA INF. MEIO AMBIENTE,3013.61,213.18,1220.69,"0,00",75.51,0.0,3707.82,ATIVOS,JANUARY,2023
ASSISTENTE DE PRODUCAO,FUND.PF.DR.M.P.PIMENTEL-FUNAP,5495.77,9.59,0.0,"0,00",310.8,0.0,3415.81,ATIVOS,AUGUST,2023
ANALISTA ADMINISTRATIVO,FUND.AMPARO PESQ.EST.SP-FAPESP,23520.86,0.0,0.0,"0,00",0.0,0.0,12753.15,ATIVOS,FEBRUARY,2023
COORD DE EQUIPE,FUNDACAO CASA-SP.,5807.75,0.0,1700.02,"0,00",0.0,0.0,4311.32,ATIVOS,JULY,2023
AG DE CONSERVACAO DE VIA,C.P.TRENS METROPOLITANOS-CPTM,5054.27,1902.9,118.88,"0,00",0.0,0.0,5690.58,ATIVOS,JULY,2023
PROF ENSINO FUNDAMENTAL/MEDIO,SECRETARIA DA EDUCACAO,7000.0,0.0,0.0,"0,00",0.0,0.0,4456.63,ATIVOS,MARCH,2023
DIRETOR TECNICO II,SECR.DESENVOLVIMENTO ECONOMICO,5018.68,0.0,0.0,"0,00",0.0,0.0,3763.49,ATIVOS,MAY,2023
ANALISTA ADMINISTRATIVO,FUND.AMPARO PESQ.EST.SP-FAPESP,17236.37,0.0,0.0,"0,00",0.0,0.0,11149.02,ATIVOS,FEBRUARY,2023
ASSESSOR TECNICO II,SECR.EST.DIR.PES.C/DEFICIENCIA,3277.69,0.0,0.0,"0,00",-5.86,0.0,2862.51,ATIVOS,JULY,2023
ANALISTA NEGOCIOS E TECNOLOGIA,CIA.PROCES.DAD.EST.SP PRODESP,8499.48,0.0,0.0,"0,00",0.0,0.0,4706.3,ATIVOS,JULY,2023
TECNICO AP GEST OPERACAO  30H,CIA.PROC.DADOS EST.S.P-PRODESP,5228.98,0.0,0.0,"0,00",0.0,0.0,3667.36,ATIVOS,FEBRUARY,2023
ANALISTA DE GESTAO,EMP.METR.TR.URB.SP.S/A-EMTU-SP,11655.79,0.0,0.0,"0,00",0.0,0.0,5533.27,ATIVOS,MAY,2023
ENGENHEIRO AGRONOMO III,SEC.MEIO AMB. INFRA.LOGIST.,7936.89,0.0,0.0,"0,00",0.0,0.0,5943.07,ATIVOS,AUGUST,2023
ASSESSOR ADMINISTRATIVO,C.E.ED.TEC.PAULA SOUZA-CEETEPS,2035.42,0.0,0.0,"0,00",0.0,0.0,1644.32,ATIVOS,FEBRUARY,2023
OFICIAL ADMINISTRATIVO,DEPT.ESTAD.TRANSITO DETRAN SP,4252.81,0.0,0.0,"0,00",622.18,0.0,2629.34,ATIVOS,AUGUST,2023
AUX.DE SERVICOS GERAIS,FACULDADE MED. MARILIA FAMEMA,2049.13,0.0,0.0,"0,00",0.0,0.0,1852.51,ATIVOS,JUNE,2023
LIDER TRAFEGO,DERSA DESENVOLVIM.RODOV.S.A.,9143.58,0.0,0.0,"0,00",0.0,0.0,6710.75,ATIVOS,JUNE,2023
ASSISTENTE DE  DIRE AO - REF C,INST.PESOS MEDID.E.S.P-IPEM/SP,3351.6,0.0,0.0,"0,00",0.0,0.0,2834.68,ATIVOS,MARCH,2023
ASSESSOR TECNICO I,HOSP.CLIN.FAC.MED.MARILIA,2574.27,0.0,0.0,"0,00",171.19,0.0,2486.55,ATIVOS,JUNE,2023
CHEFE DEPARTAMENTO,DERSA DESENVOLVIM.RODOV.S.A.,19208.92,0.0,0.0,"0,00",0.0,0.0,13300.8,ATIVOS,MARCH,2023
OFICIAL ADMINISTRATIVO,DEPTO. EST. TRANSITO DETRAN SP,2836.51,472.75,0.0,"0,00",287.4,0.0,3103.09,ATIVOS,FEBRUARY,2023
OP TRAN METROV I  ESTACAO,COMP.METROPOLITANO S.P.-METRO,6694.47,0.0,0.0,"0,00",881.37,0.0,3944.81,ATIVOS,JULY,2023
AUXILIAR PRODUCAO,"FUND.REM.POP.""C.T.LIMA""-FURP",941.3,3436.7,0.0,"0,00",0.0,0.0,2295.13,ATIVOS,JANUARY,2023
AGT REC AMB (V FLOR),FUND.CONS.PR.FLOR.EST.SP F.FL.,2476.1,0.0,0.0,"0,00",0.0,0.0,1531.15,ATIVOS,JULY,2023
OPERADOR PRODUCAO,"FUND.REM.POP.""C.T.LIMA""-FURP",3530.84,0.0,0.0,"0,00",0.0,0.0,2896.78,ATIVOS,MARCH,2023
ENGENHEIRO VI,DEPARTAM.ESTRADAS RODAGEM DER,52442.98,0.0,0.0,"0,00",0.0,-17870.09,20190.19,ATIVOS,FEBRUARY,2023
ANAL. DE DESENV. AGRARIO R1,FITESP-JOSE GOMES DA SILVA,4682.29,0.0,0.0,"0,00",0.0,0.0,3524.16,ATIVOS,FEBRUARY,2023
TECNICO AP GEST OPERACAO  30H,CIA.PROC.DADOS EST.S.P-PRODESP,13530.7,0.0,0.0,"0,00",0.0,0.0,9625.83,ATIVOS,FEBRUARY,2023
DIRETOR PROGRAMAS RA,FUND.PE.ANCHIETA-C.P.RADIO TV.,8971.1,245.18,0.0,"0,00",0.0,0.0,6313.29,ATIVOS,AUGUST,2023
OUTROS VINCULOS,SECRET.ADMINISTR.PENITENCIARIA,548.16,0.0,0.0,"0,00",0.0,0.0,460.84,ATIVOS,APRIL,2023
OFICIAL ADMINISTRATIVO,SECRET.DESENV.URB.HABITACAO,2906.02,0.0,0.0,"0,00",17.6,0.0,1608.95,ATIVOS,AUGUST,2023
TECNICO DE LABORATORIO,HOSP.CLIN.FAC.MED.USP-HCFMUSP,2410.9,0.0,17.37,"0,00",0.0,0.0,1531.21,ATIVOS,JULY,2023
AUXILIAR SERV.GERAIS,SECR.DESENVOLVIMENTO ECONOMICO,1979.29,0.0,0.0,"0,00",286.04,0.0,1832.67,ATIVOS,APRIL,2023
EXECUTIVO PUBLICO,SECRETARIA DE ESPORTES,4858.98,2429.49,0.0,"0,00",0.0,0.0,4905.91,ATIVOS,JUNE,2023
CATALOGADOR,FUND.PE.ANCHIETA-C.P.RADIO TV.,3234.59,0.0,0.0,"0,00",0.0,0.0,2512.41,ATIVOS,JANUARY,2023
PROCURADOR DO ESTADO NIVEL V,PROCURADORIA GERAL DO ESTADO,52884.94,0.0,0.0,"0,00",0.0,-13591.62,23896.28,ATIVOS,MARCH,2023
SECRETARIO DE ESTADO,SECRETARIA TURISMO E VIAGENS,31115.58,0.0,0.0,"0,00",0.0,0.0,22221.98,ATIVOS,FEBRUARY,2023
ASSESSOR EXECUTIVO,FUNDACAO PROCON,13185.54,0.0,0.0,"0,00",0.0,0.0,9823.46,ATIVOS,APRIL,2023
AUXILIAR SERV.GERAIS,DEPARTAM.ESTRADAS RODAGEM DER,3583.54,0.0,0.0,"0,00",0.0,0.0,2041.29,ATIVOS,JANUARY,2023
AUXILIAR DE ENFERMAGEM,INST.AS.MED.SER.PUB.EST IAMSPE,2750.08,0.0,0.0,"0,00",0.0,0.0,2314.2,ATIVOS,JUNE,2023
CHEFE ADMINISTRATIVO,FAC.MED.S.J.R.PRETO-FAMERP,2868.71,0.0,0.0,"0,00",0.0,0.0,2263.25,ATIVOS,JANUARY,2023
TECNICO EM GESTAO 10,COM.SAN.BAS.EST.S.PAULO SABESP,6641.24,0.0,5337.5,"0,00",0.0,0.0,8727.02,ATIVOS,APRIL,2023
COORDENADOR,SECRETARIA DESENVOLV. SOCIAL,10806.74,0.0,0.0,"0,00",0.0,0.0,4366.85,ATIVOS,MAY,2023
OFICIAL ADMINISTRATIVO,INST.AS.MED.SER.PUB.EST IAMSPE,3242.69,94.91,0.0,"0,00",0.0,0.0,2142.44,ATIVOS,FEBRUARY,2023
TECNICO I,FUNDACAO DESENV.EDUCACAO-FDE,14903.0,0.0,0.0,"0,00",0.0,0.0,5663.4,ATIVOS,JANUARY,2023
ANALISTA TRAINEE -NA,INST.PESQ.TECNOLOGICAS EST.S.P,7210.62,0.0,0.0,"0,00",0.0,0.0,3308.66,ATIVOS,FEBRUARY,2023
PROFESSOR DE ENSINO MED E TEC,"CTRO.EST.ED.TEC.""P.SO"" CEETEPS",13119.29,0.0,0.0,"0,00",0.0,0.0,9321.39,ATIVOS,AUGUST,2023
PROF.ADJUNTO III-M,FAC.MED.S.J.RIO PRETO FAMERP,1278.62,7103.27,0.0,"0,00",0.0,0.0,285.5,ATIVOS,APRIL,2023
CABO  PM,POLICIA MILITAR SAO PAULO,7428.85,0.0,0.0,"0,00",959.28,0.0,6560.69,ATIVOS,JULY,2023
ENCARREGADO I,DEPART.ESTRADAS RODAGEM DER,2567.38,427.89,185.62,"0,00",217.65,0.0,2555.8,ATIVOS,AUGUST,2023
OUTROS VINCULOS,SECRET.GOVERNO RELAC.INSTITUC.,3028.41,-92.69,-228.55,"0,00",0.0,0.0,1760.44,ATIVOS,MARCH,2023
ASSISTENTE II,FUNDACAO DESENV.EDUCACAO-FDE,6280.12,0.0,1726.33,"0,00",0.0,0.0,3755.85,ATIVOS,AUGUST,2023
2SGT  PM,POLICIA MILITAR SAO PAULO,8092.36,0.0,0.0,"0,00",319.7,0.0,4071.88,ATIVOS,JANUARY,2023
AUXILIAR DE SAUDE,INST.AS.MED.SER.PUB.EST IAMSPE,1415.17,0.0,0.0,"0,00",0.0,0.0,615.23,ATIVOS,JUNE,2023
PROFESSOR DE ENSINO SUPERIOR,"CTRO.EST.ED.TEC.""P.SO"" CEETEPS",11881.2,0.0,0.0,"0,00",0.0,0.0,7536.13,ATIVOS,MAY,2023
ESPECIALISTA EM  METROLOGIA E,INST.PESOS MEDID.E.S.P-IPEM/SP,20275.24,0.0,0.0,"0,00",0.0,0.0,13567.31,ATIVOS,JUNE,2023
AUXILIAR FERROVIARIO,SEC.TRANSPORTES METROPOLITANOS,2923.43,0.0,0.0,"0,00",0.0,0.0,1878.83,ATIVOS,JANUARY,2023
ATEND.NECROT.POL.3A.CLASSE,SECRETARIA SEGURANCA PUBLICA,4446.39,741.06,0.0,"0,00",685.2,0.0,3534.29,ATIVOS,FEBRUARY,2023
ANAL.PLAN.ORC.FINANC.PUBL. II,CONTROLADORIA GERAL DO ESTADO,15411.88,0.0,0.0,"0,00",0.0,0.0,10104.98,ATIVOS,MAY,2023
AGT REC AMB (V FLOR),FUND.CONS.PR.FLOR.EST.SP F.FL.,2476.1,0.0,0.0,"0,00",0.0,0.0,1531.15,ATIVOS,AUGUST,2023
ASSESSOR II,FUND. AMP. PESQ. EST.SP FAPESP,14734.5,3928.73,0.0,"0,00",1976.0,0.0,12534.41,ATIVOS,JULY,2023
ASSESSOR TECNICO VI,AGENCIA MET.BAIX.SANTISTA AGEM,5757.38,0.0,0.0,"0,00",0.0,0.0,4428.19,ATIVOS,AUGUST,2023
ANALISTA ADMINISTRATIVO,FUND. AMP. PESQ. EST.SP FAPESP,6143.38,0.0,0.0,"0,00",0.0,0.0,3540.9,ATIVOS,JUNE,2023
PESQUISADOR CIENTIFICO IV,SEC.MEIO AMB. INFRA.LOGIST.,11840.59,0.0,0.0,"0,00",0.0,0.0,7755.94,ATIVOS,APRIL,2023
PROFESSOR DE ENSINO MED E TEC,C.E.ED.TEC.PAULA SOUZA-CEETEPS,17231.71,0.0,48.97,"0,00",0.0,0.0,0.0,ATIVOS,JANUARY,2023
ANALISTA NEGOCIOS E TECNOLOGIA,CIA.PROCES.DAD.EST.SP PRODESP,9434.24,0.0,0.0,"0,00",140.38,0.0,7889.49,ATIVOS,MAY,2023
AUDITOR FISCAL DA RECEITA EST,SECRET. FAZENDA PLANEJAMENTO,34875.72,5762.14,0.0,"0,00",10278.0,-302.83,37224.73,ATIVOS,JANUARY,2023
AGENTE DE SEGURAN A PORTU RIA,COMPANHIA DOCAS SAO SEBASTIAO,5049.6,5181.44,0.0,"0,00",0.0,0.0,2942.31,ATIVOS,FEBRUARY,2023
ANALISTA ADMINIST FINANCEIRO J,CIA.DES.HAB.URB.EST.S.P.-CDHU,13120.83,8747.21,0.0,"0,00",0.0,0.0,11682.93,ATIVOS,MAY,2023
OPERADOR FERROVIARIO,SEC.TRANSPORTES METROPOLITANOS,3478.05,0.0,0.0,"0,00",0.0,0.0,2270.35,ATIVOS,APRIL,2023
ENGENHEIRO SENIOR,CIA.DES.HAB.URB.EST.S.P.-CDHU,25069.57,0.0,0.0,"0,00",0.0,0.0,15794.02,ATIVOS,JANUARY,2023
ANALISTA ADMINISTRATIVO,FUND. AMP. PESQ. EST.SP FAPESP,25918.2,0.0,0.0,"0,00",0.0,0.0,17906.71,ATIVOS,MARCH,2023
OFICIAL ADMINISTRATIVO,SECR.DESENVOLVIMENTO ECONOMICO,5219.45,2862.67,0.0,"5219,44",0.0,0.0,10402.94,ATIVOS,MARCH,2023
DIRETOR DE NUCLEO,FAC.MED.S.J.RIO PRETO FAMERP,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,ATIVOS,JUNE,2023
ANALISTA REC HUMANOS PL,FUND.SIST.EST.ANAL.DADOS SEADE,11591.56,12871.36,1173.18,"0,00",0.0,0.0,7801.57,ATIVOS,JULY,2023
SUPERVISOR ADMINISTRATIVO I,INST.PESQ.TEC.EST.SP IPT,10024.14,0.0,0.27,"0,00",0.0,0.0,5370.45,ATIVOS,JUNE,2023
COORDENADOR TECNICO DE PROJETO,INST.PESQ.TECNOLOGICAS EST.S.P,11584.65,0.0,0.0,"0,00",0.0,0.0,5421.34,ATIVOS,FEBRUARY,2023
OFICIAL ADMINISTRATIVO,DEPT.ESTAD.TRANSITO DETRAN SP,2708.29,0.0,0.0,"0,00",83.9,0.0,1250.98,ATIVOS,MAY,2023
PROF.ADJUNTO III-M,FAC.MED.S.J.RIO PRETO FAMERP,21209.93,0.0,0.0,"0,00",0.0,0.0,15626.37,ATIVOS,MAY,2023
ANALISTA SUPORTE A REGUL. III,AG.REG.SERV.PUB.EST.SP ARSESP,10405.39,0.0,0.0,"0,00",0.0,0.0,5793.18,ATIVOS,JUNE,2023
ANALISTA DE GESTAO,EMP.METR.TR.URB.SP.S/A-EMTU-SP,11655.79,0.0,0.0,"0,00",0.0,0.0,6574.23,ATIVOS,JULY,2023
ADVOGADO (Q.ESPECIAL),SECRET. CIENCIA  TEC. INOVACAO,7637.92,0.0,0.0,"0,00",0.0,0.0,5722.08,ATIVOS,JULY,2023
ASSISTENTE DE ENSINO,FACULDADE MED. MARILIA FAMEMA,10194.78,0.0,0.0,"0,00",0.0,0.0,7640.39,ATIVOS,MAY,2023
ESTAGIARIO,DESENVOLVE SP AG.FOM.E.S.PAULO,1239.59,0.0,0.0,"0,00",0.0,0.0,1239.59,ATIVOS,MAY,2023
PESQUISADOR I,INST.PESQ.TECNOLOGICAS EST.S.P,13618.37,0.0,0.0,"0,00",0.0,0.0,7793.04,ATIVOS,FEBRUARY,2023
AGENTE DE SERVICOS - FUNDAP,SECRETARIA DESENV. REGIONAL,4607.98,0.0,4.56,"0,00",0.0,0.0,3846.61,ATIVOS,JANUARY,2023
OPERADOR DE SISTEMA TERMO,EMAE EMP.MET.AGUAS ENERGIA S/A,9549.28,0.0,0.0,"0,00",0.0,0.0,2297.27,ATIVOS,APRIL,2023
ENFERMEIRO,HOSP.CLIN.FAC.MED.USP-HCFMUSP,10178.35,1780.14,4098.9,"0,00",1339.51,0.0,12862.45,ATIVOS,JULY,2023
TECNICO PROJETOS II,CIA.DES.HAB.URB.EST.S.P.-CDHU,7136.9,0.0,0.0,"0,00",0.0,0.0,4547.66,ATIVOS,MAY,2023
AUX. DE MANUTENCAO (Q.ESP),SECR.DESENVOLVIMENTO ECONOMICO,2131.07,0.0,0.0,"0,00",0.0,0.0,1958.8,ATIVOS,JANUARY,2023
AUXILIAR SERV.GERAIS,HC FAC MEDICINA RIB PRETO USP,4097.7,187.54,268.34,"0,00",0.0,0.0,1499.79,ATIVOS,JULY,2023
ESPEC.REGUL.FIS.SERV.PUB. III,AG.REG.SERV.PUB.EST.SP ARSESP,13576.2,0.0,0.0,"0,00",0.0,0.0,3076.81,ATIVOS,FEBRUARY,2023
ANALISTA PROJETOS PL,FUND.SIST.EST.ANAL.DADOS SEADE,10765.2,0.0,940.39,"0,00",0.0,0.0,8103.85,ATIVOS,JULY,2023
ANALISTA DE GESTAO,EMP.METR.TR.URB.SP.S/A-EMTU-SP,6119.3,8195.38,0.0,"0,00",0.0,0.0,4186.96,ATIVOS,JULY,2023
ANAL OPER CREDITO JR,DERSA DESENVOLVIM.RODOV.S.A.,0.0,0.0,53266.68,"0,00",0.0,0.0,0.0,ATIVOS,MAY,2023
COORDENADOR,CONTROLADORIA GERAL DO ESTADO,19509.98,0.0,0.0,"0,00",2883.98,0.0,13031.06,ATIVOS,MARCH,2023
TECNICO I,FUNDACAO DESENV.EDUCACAO-FDE,13082.43,0.0,0.0,"0,00",0.0,0.0,7628.86,ATIVOS,JULY,2023
OFICIAL SERV.DE NUTRICAO,FAC.MEDICINA MARILIA-FAMEMA,2033.63,0.0,0.0,"0,00",0.0,0.0,1838.14,ATIVOS,JANUARY,2023
AG. ESCOLTA E VIGILANCIA PENIT,SECRET.ADMINISTR.PENITENCIARIA,7473.91,2491.3,0.0,"0,00",958.88,0.0,6414.35,ATIVOS,FEBRUARY,2023
ANALISTA DE RECURSOS HUMANOS,FUND.MEMORIAL AMERICA LATINA,10914.68,0.0,0.0,"0,00",0.0,0.0,6660.16,ATIVOS,MARCH,2023
ASSESSOR TECNICO III,SECRETARIA DE GOVERNO,8667.2,722.26,6985.47,"0,00",0.0,0.0,7740.14,ATIVOS,JANUARY,2023
SD 1C PM,POLICIA MILITAR SAO PAULO,7224.43,0.0,0.0,"0,00",787.98,0.0,6985.84,ATIVOS,JULY,2023
OUTROS VINCULOS,SECRETARIA DE GOVERNO,1753.29,-16.68,-161.95,"0,00",0.0,0.0,1390.57,ATIVOS,FEBRUARY,2023
ANALISTA PROJETOS SR,FUND.SIST.EST.ANAL.DADOS SEADE,11063.61,0.0,958.37,"0,00",0.0,0.0,8374.3,ATIVOS,JULY,2023
ATPC IV,FUND.PRE.COM.EST.SP SP PREVCOM,15242.47,0.0,0.0,"0,00",0.0,0.0,11025.88,ATIVOS,JULY,2023
AG.TEC. DE ASSIST. A SAUDE,SECRETARIA DA SAUDE,8038.98,0.0,0.0,"0,00",0.0,0.0,5541.56,ATIVOS,MAY,2023
OPERADOR CONTR ELETR DE SISTEM,EMAE EMP.MET.AGUAS ENERGIA S/A,8135.19,2596.15,0.0,"0,00",0.0,0.0,5872.17,ATIVOS,MAY,2023
COORD DE EQUIPE,FUNDACAO CASA-SP.,8699.79,0.0,0.0,"0,00",0.0,0.0,3634.88,ATIVOS,MARCH,2023
SECRETARIA DIRETORIA,DERSA DESENVOLVIM.RODOV.S.A.,7264.6,0.0,0.0,"0,00",0.0,0.0,5276.46,ATIVOS,MAY,2023
MEDIADOR DE ENSINO PRESENCIAL,FUND.UNIV.VIRT.EST.SP UNIVESP,2700.0,0.0,0.0,"0,00",0.0,0.0,2444.25,ATIVOS,APRIL,2023
AUXILIAR ILUMINADOR,FUND.PE.ANCHIETA-C.P.RADIO TV.,853.84,3751.51,0.0,"0,00",0.0,0.0,678.43,ATIVOS,JANUARY,2023
ASSESSOR TECNICO II,SECRETARIA TURISMO E VIAGENS,3469.01,0.0,0.0,"0,00",196.65,0.0,3129.56,ATIVOS,APRIL,2023
2SGT  PM,POLICIA MILITAR SAO PAULO,7351.44,0.0,0.0,"0,00",856.5,0.0,4251.14,ATIVOS,MAY,2023
ANALISTA PLANEJAMENTO PL,FUND.SIST.EST.ANAL.DADOS SEADE,10603.94,0.0,272.02,"0,00",0.0,0.0,7366.62,ATIVOS,JUNE,2023
AGENTE DE AP SOCIOEDUCAT I,FUNDACAO CASA-SP.,4711.58,0.0,0.0,"0,00",0.0,0.0,3122.75,ATIVOS,FEBRUARY,2023
ASSESSOR TECNICO IV,DEPART.ESTRADAS RODAGEM DER,5210.5,0.0,0.0,"0,00",21.77,0.0,4284.29,ATIVOS,MARCH,2023
TECNICO ADMINISTRATIVO III,EMAE EMP.MET.AGUAS ENERGIA S/A,13166.1,0.0,0.0,"0,00",0.0,0.0,4225.19,ATIVOS,APRIL,2023
AUXILIAR DE ENFERMAGEM,FACULDADE MED. MARILIA FAMEMA,2723.04,0.0,0.0,"0,00",0.0,0.0,2493.22,ATIVOS,MAY,2023
TEC AMB I(E LAB),CETESB-CIA.AMBIENTAL EST.S.P.,9678.98,9148.07,3785.36,"0,00",0.0,0.0,16835.75,ATIVOS,JULY,2023
ASSESSOR TECNICO III,SECRET.DESENV.URB.HABITACAO,5213.37,0.0,0.0,"0,00",0.0,0.0,3832.52,ATIVOS,AUGUST,2023
AGENTE DE AP SOCIOEDUCAT III,FUNDACAO CASA-SP.,6962.99,0.0,0.0,"0,00",0.0,0.0,4416.6,ATIVOS,APRIL,2023
ASSISTENTE SOCIAL I,FUNDACAO CASA-SP.,7692.46,3859.16,0.0,"0,00",0.0,0.0,5311.61,ATIVOS,AUGUST,2023
